Road,Number_of_Fees(sheet/day),Total_Parking_Hours(hours/day),Number_of_Parking_Space,Hours_per_sheet,Time_Start,Time_End,Interval,Space_efficiency
建國南路高架橋下D1段,149.2936047,339.6947674,167.9505814,2.27534708,7:30,21:30,14,14.40%
建國南路高架橋下D2段,168.9882353,450.7152941,230.3435294,2.667140072,7:30,21:30,14,14.00%
建國南路高架橋下D3段,145.4382979,403.8404255,141.4234043,2.77671309,7:30,21:30,14,20.40%
建國南路高架橋下D段,108.352071,264.9289941,86.47928994,2.445075499,7:30,21:30,14,21.90%
建國南路高架橋下E段,88.98932384,314.0338078,297.1957295,3.528893066,7:30,21:30,14,7.50%
建國南路高架橋下F段,181.9556213,404.2278107,127.183432,2.221573633,7:00,22:00,15,21.20%
建國南路一段(機車),22.05992509,16.48314607,76.75468165,0.747198642,12:00,20:00,8,2.70%
建國南路一段A,78.98689139,62.70224719,111.5842697,0.793831053,12:00,20:00,8,7.00%
建國南路一段B,27.58923885,30.25853018,25.42913386,1.096751177,7:00,20:00,13,9.20%
健康路15巷,54.94252874,111.8229885,33.68045977,2.035271967,7:00,20:00,13,25.50%
健康路325巷,23.01035673,48.64902186,23.63981588,2.114222845,7:00,20:00,13,15.80%
健康路325巷19弄,15.64367816,31.44137931,19.93103448,2.009845702,9:00,17:00,8,19.70%
健康路325巷5弄,15.09907834,37.42857143,19.92626728,2.478864642,9:00,17:00,8,23.50%
健康路B,102.2538462,202.8282051,120.4692308,1.983575315,7:00,20:00,13,13.00%
健康路C,25.25057471,50.54252874,33.11264368,2.001638747,9:00,17:00,8,19.10%
健康路YA0,38.85165794,88.9947644,44.7452007,2.290629773,9:00,17:00,8,24.90%
健康路ZA0,47.72521008,97.64453782,47.20756303,2.045973976,9:00,17:00,8,25.90%
劍潭堤外停車場,101.7402299,41.60689655,413.6505747,0.408952256,9:00,17:00,8,1.30%
劍潭路東側,53.2,112.4,75.84,2.112781955,9:00,17:00,8,18.50%
教育大學大客車平面,14.10872314,17.4323641,99.21871049,1.235573477,10:00,18:00,8,2.20%
金湖臨時平面停車場,33.22413793,95.58735632,80.30344828,2.877045494,9:00,17:00,8,14.90%
金湖路,1.357142857,1.357142857,1.142857143,1,9:00,17:00,8,14.80%
金華街A,75.70932358,143.3263254,46.74680073,1.893113274,7:00,20:00,13,23.60%
金華街B,150.137931,260.9022989,100.3793103,1.737750727,7:00,20:00,13,20.00%
金龍路,82.34482759,152.8275862,134.2528736,1.855946399,9:00,17:00,8,14.20%
金山南路二段,52.08867925,63.95471698,33.81132075,1.227804542,7:00,20:00,13,14.60%
金山南路二段30巷,29.98083067,55.35543131,24.62619808,1.846360827,10:00,16:00,6,37.50%
金山南路一段,63.24077047,79.62600321,48.16211878,1.25909287,7:00,20:00,13,12.70%
錦西街,68.21105142,111.0491174,70.00690714,1.628022367,0:00,9:00,9,17.60%
錦西街38巷,36.73672055,66.09006928,44.23094688,1.7990193,9:00,17:00,8,18.70%
錦西街53巷,48.56128134,71.83844011,73.63370474,1.479335762,9:00,17:00,8,12.20%
錦州街A,17.7687813,35.9490818,10.13522538,2.023159675,7:00,15:00,8,44.30%
錦州街B,15.87903226,32.02956989,10.69354839,2.017098358,7:00,20:00,13,23.00%
錦州街C,118.801141,231.395273,80.56153219,1.947752952,7:00,20:00,13,22.10%
經貿二路62巷,36.4783715,80.12722646,45.88167939,2.19656808,9:00,17:00,8,21.80%
景福街,101.2278481,216.0506329,287.3164557,2.134300363,9:00,17:00,8,9.40%
景華街,97.56235828,179.8537415,171.1156463,1.843474724,9:00,17:00,8,13.10%
景華街128巷,24.60533333,41.80266667,40.704,1.698927062,9:00,17:00,8,12.80%
景華街97巷,16.80609418,29.36842105,39.39058172,1.747486402,9:00,17:00,8,9.30%
景隆街,45.17391304,101.5478261,83.13043478,2.247930703,9:00,17:00,8,15.30%
景文街,5.464646465,10.57575758,2.696969697,1.935304991,9:00,17:00,8,49.00%
景文平面廣場,72.36091954,128.4885057,79.05862069,1.775661594,9:00,17:00,8,20.30%
景興路,130.9956188,223.1073384,193.4972618,1.703166414,8:00,17:00,9,12.80%
景興路282巷,16.5316129,26.21419355,11.16516129,1.585700905,9:00,17:00,8,29.30%
景興路46巷,18.32087629,37.04252577,32.33891753,2.02187522,9:00,17:00,8,14.30%
敬業二路,121.9609195,191.1586207,62.55632184,1.56737602,10:00,18:00,8,38.20%
敬業二路69巷,47.52873563,73.17011494,39.91494253,1.53949214,10:00,18:00,8,22.90%
敬業三路177巷,18.19124424,39.66589862,19.30645161,2.180493984,10:00,18:00,8,25.70%
敬業一路,162.9931034,257.7770115,236.0735632,1.581520973,10:00,18:00,8,13.60%
敬業一路128巷,92.38660907,135.6609071,70.60475162,1.468404442,7:00,18:00,11,17.50%
敬業一路36巷,19.86866359,35.88709677,60.85714286,1.806215934,10:00,18:00,8,7.40%
酒泉街,43.52831715,64.6197411,52.50809061,1.484544897,9:00,17:00,8,15.40%
舊宗路1段150巷,83.05583756,115.5634518,128.2994924,1.391394695,9:00,17:00,8,11.30%
舊宗路2段121巷,14.16541353,13.69924812,9.92481203,0.967091295,9:00,17:00,8,17.30%
舊宗路2段135巷,33.62702703,37.35675676,98.34594595,1.110914644,9:00,17:00,8,4.70%
舊宗路2段171巷,12.59411012,20.10115237,14.95006402,1.596075641,13:00,17:00,4,33.60%
舊宗路2段181巷,56.61547344,60.93418014,76.70207852,1.076281384,13:00,17:00,4,19.90%
舊宗路2段213巷,85.54942529,76.50804598,448.4827586,0.894313968,9:00,17:00,8,2.10%
舊宗路二段,3.939759036,1.662650602,105.060241,0.422018349,9:00,17:00,8,0.20%
莒光路299巷,22.88940092,55.12211982,39.26267281,2.408194081,9:00,17:00,8,17.50%
莒光路A,48.03926097,72.79445727,70.37182448,1.515311764,9:00,17:00,8,12.90%
莒光路B,40.44931062,75.60746148,69.43633414,1.86919036,9:00,17:00,8,13.60%
開封街二段,281.9690211,326.1462206,308.1920694,1.156673947,9:00,21:00,12,8.80%
開封街一段A（累進計時）,31.33997785,44.70985604,23.47065338,1.426607774,7:00,20:00,13,14.70%
開封街一段B（含機車）,144.2394958,144.2394958,204.3347339,1,7:00,20:00,13,5.40%
開封街一段C（含機車）,79.69781553,82.87257282,85.10558252,1.039834935,9:00,17:00,8,12.20%
康定路,4.596268024,6.408821035,5.474978796,1.394353202,9:00,17:00,8,14.60%
康寧路1段,49.6547619,98.61904762,101.7142857,1.986094462,9:00,17:00,8,12.10%
克強路,50.87126437,70.53793103,44.45287356,1.386596773,9:00,17:00,8,19.80%
庫倫街,13.25728155,20.62378641,11.53398058,1.555657268,9:00,17:00,8,22.40%
昆明街A,224.8938945,249.5174867,159.5797273,1.109489821,9:00,21:00,12,13.00%
昆明街C,69.08366854,124.5969429,69.3692679,1.803565814,9:00,17:00,8,22.50%
昆陽街,15.71428571,31.5952381,14.9047619,2.010606061,9:00,17:00,8,26.50%
昆陽街157巷,20.25,44.36111111,21.75,2.190672154,9:00,17:00,8,25.50%
蘭雅公園(至德行東路),39.85172414,69.76436782,34.25977011,1.750598483,9:00,17:00,8,25.50%
蘭雅公園(至忠誠路二段),48.20967742,84.71428571,46.33640553,1.75720499,9:00,17:00,8,22.90%
蘭州街A,8.222222222,14.11111111,8.666666667,1.716216216,9:00,17:00,8,20.40%
蘭州街B,10.77777778,17.44444444,14.66666667,1.618556701,9:00,17:00,8,14.90%
樂利路,51.9495935,117.1512195,33.20813008,2.255094056,7:00,20:00,13,27.10%
樂群二路,173.5912548,226.0874525,403.5703422,1.302412687,10:00,18:00,8,7.00%
